label,review
0,"Being a science-fiction, fantasy, and thriller fan, I'd say this book is my favorite. It has a lot of heart-warming moments, and also some of the most touching moments in the whole book. The story is a bit slow at times, and the story itself is not the best."
1,Very good product.  I keep it in my refrigerator - it's very cool and soothing to my old dog's gums.  helps with brushing.
0,Works perfect for me need.  I love the feel of the lens.  The only thing that
1,"We got a new swing set and needed a few swings for it. I had a baby bucket seat but my 2yo wanted her own big girl seat. I picked up another seat a few days before this one so will be comparing the two. The other one was $7 more so will take that into consideration.
This seat says that it will hold up to 250lbs and so does the other one. One thing that this one says on the bag is that it is meant for 3-10 yo. Also it is just a plain green swing and the other one has information on the backside. The other one has more plastic underneath so it looks heavier and stronger. The chains are both the same length and commercial grade and covered with a yellow plastic coating for comfort and safely.
Overall I am very satisfied with this swing. It is perfect for our play set and the girls love it. I think that the other swing is slightly better than this one but just by a hair.
I got this Heavy Duty swing seat at a discount for my testing, evaluation & honest, unbiased review. The fact that I got them at a discount has not influenced or impacted my judgment of this product. I am in no way required by the seller to leave positive remarks about their product."
0,"The quality of this webcam is excellent, the materials are thick and sturdy, and the screen is very bright. The only thing I wish was that the lightening was more noticeable"
1,".......during this peculiar political season - make it this one.

The whole thing - every page - from beginning to end is sardonic and ingeniusly written.  The humor is not restricted to just one format.  There are hilarious forms to fill out, games to play and paragraphs that made me flat-out laugh and giggle.

The phrasing and timing of each ""piece"" is perfect and if you can imagine some of these spoofs on the show it's even more hysterical.  But you never need to have seen the show to enjoy this book and I mean just enjoy it - page after hilarious page."
1,"I love these things, and have been giving them as gifts to various nieces and nephews.
I like to keep my electronics gathered in one of these pouches- also for storage purposes I fold, shawls, ponchos and wraps in one to travel with.  When I pack, I used one for slieeping attire, undergarments, and socks.  I also, tend to pack my more atheletic garments into one bag, so they are at the ready when when I want them and not sloshing around with my business attire."
1,"Quick service from seller.
By far the best foam brush on the market."
1,"I got this horn after I nearly got hit by 2 cars (who weren't looking before turning right) within 2 miles. Luckily, I haven't had a repeat of that day yet, but I'm confident that this horn is loud enough to grab any driver's attention.

I'm a little disappointed in the sound of the horn- it sounds like a really loud kid's toy horn. So, even though it's definitely loud enough for cars to hear, I wish it had a little deeper, more ""serious"" sound to it.

I also find it a little difficult to use it with my air pump- the floor pump's tube isn't long enough to reach it while it's mounted on the handlebar so I have to unmount it and unwind some of the horn's tubing to get it low enough."
0,"I don't know whether the book will be as good as I thought it would be, but it is a very good read. I look forward to the next book in the series.I enjoyed this book.  It was a little"
0,Good price & great for what it is.  I've had mine for a couple of years and it's
0,"I use this almost every day. The only problem is that it's kind of hard to put the bottom on.  The plastic part is also hard to put on.  I used to go through a couple of times a day, and it was hard to put it back on."
1,How would you feel if you were discounted as having little or no value because of a disability over which you had no control. Enjoyed this story and especially the knowledge that everyone eventually becomes disabled through age or accident.
1,"I love this bedding for my rats. I have 2 boys. I usually don't go longer than a week without changing the bedding but this product works really well in absorbing and reducing odor. I love that this product is natural, also. I wish it this product was offered as a subsribe deal, though."
0,"Lasted a grand total of $8,500+ in 2015.  This is a great value"
0,Our dogs love it. They eat it and they love it too.  I have a large dog and she loves it
0,I'm used to using earmuffs and they feel comfortable.  I also like the fact that
1,"UPDATE 8/8/2012: I haven't had the case/cover for 3 months, yet...and it's already showing signs of falling apart. I use the case/cover at home and for one class I'm taking, and after a short 3 months it's surface material is cracking and starting to peel off where the cover folds (multiple locations). I do like the case, but it's going to look very ratty in a few more months. At this rate I'll need a case every 3-4 months and that quickly ads up over a year's time frame (which would be an acceptable amount of time for a single case/cover to survive).

Old Review: Great case for the iPad. This thing goes in and out of my back pack, loose leaf binder, and around campus. It's a simple design-in black-and most folks don't know it's an iPad until I open the cover. I just need to learn and not show off, so this fits the need perfectly. I would have given 5 stars, but I find the cover sometimes moves enough that the unlock screen will come on. In a side-by-side comparison, the Apple screen cover has about twice the hold of this one, but this one protects the whole device and helps my hands grip what would otherwise be the difficult to handle smooth aluminum back."
0,"Just as good as the first book, the second is a bit more of a thriller."
1,"I bought this Women's V Neck Short Sleeve Lace Mesh Inset Open Back Casual Plus Size Top in caramel, I thought on the screen it was a lovely neutral color and I still think so after receiving it. I will say right away that I am plus sized and these run small. I bought a 3X and unfortunately its like its painted on me instead of a little loose. Knowing that though, if you're thinner than me, or a different shape (I am an apple) I would buy at least a size up. I will say though I tested this just like any other clothing I get to test and review in exchange for my honest unbiased feedback. I don't hand wash. Anything. Ever. Thats what washing machines are for. Mine has a hand wash setting, so I decided to try putting the shirt in on that setting. I have used it for many hand wash only items before with no problem. Same thing this time. The shirt came through the wash and tumble dry on medium heat just fine. I would always recommend following the label instructions, but if you're lazy like me and want to try a machine, youd probably be ok. Even though I won't be wearing this shirt until I hopefully lose some weight, I do think its a lovely fabric, color and style. I found it very soft and quite comfy, albeit too tight for my liking. That being said, if you're into form fitting tops, you might want to wear this, I just prefer looser, more flowy tops. I received this product to test and review in exchange for my honest unbiased feedback. If you found this review helpful, please click the yes button below."
0,"The pole is the cheapest of the bunch, and I'm not sure how I could ever use a"
1,Great price and great tool. Always hard to find in the store.
1,"This is a lightweight pot that heats up and cools down very quickly.  It is scrape proof and minimally non-stick.  For the price, it is a good pot."
1,This was a short but very sweet story. Beaston received a even happier ending. Just imaging all these wild men becoming fathers is so heart warming.
1,"Of the 6573 toys my daughter received for her first birthday, this is by far both her and my favorite. Sure, it doesn't sound like a night at the symphony, but it's a toy. It has amused both my daughter and her friends (12-month-olds), and our 3-year-old niece for 10 or 15 minutes at a time, which is pretty good for a toy. I find myself playing with it when I'm supposed to be cleaning up the play room. Sure, it would be awesome if it had a volume control, but I don't think the volume is anywhere near damaging my child's hearing and I don't find the music annoying so I don't mind it. This is going to be my go-to gift for first birthdays!"
0,"With all the bullying that has plagued the town, and the fights that have taken place, the town is so broken that it's hard to imagine how the town can survive.  This is a story of loss and hope, and a story of redemption.  I enjoyed the story immensely.  I found myself laughing, and I also found myself crying.  I loved how the town made a very strong case for its young people and the fact that"
1,"the story just didn't capture me. the plot feels .... lacking. it's not a movie I'd watch over again.
the biggest issue is that I feel there are no chemistry between the main characters and for a romantic film. geez. no wonder why they have a lot of mix reviews."
1,"I wanted to love this. Shoot, I wanted to like it. I've read and reread all the Amelia Peabody books for decades now; they are hands down my favorite fiction. Regretfully, The Painted Queen just doesn't cut it. It feels as if the characters are reading off a really bad script. It's painful to read. I finally resorted to just skimming, and I closed the book with relief at the end. There will always be a blank space on the shelf where this novel falls chronologically. I commend Joan Hess for trying; it was a difficult undertaking that would have been impossible for anyone to complete."
0,"Amazing for the price. Only complaint is the case is a little large. If you have a larger head, you'll want to get a case that is slightly larger"
0,"Amazing little silicon cover, I use it as a swimming pool cover.  When I got home, I removed the cover and put it back on and then put a couple more of these on.  They are still very nice looking, but they are not as comfortable as some of the other products I have used.

I did get a free shipping coupon on these for my honest"
0,Eion is next in line for an award. His third book in the series is the first one. I had a lot of fun with this book. It was a very interesting read. It had a great story line and a good ending. This book is a must read for anyone who likes to read a romance novel. I highly recommend this book to anyone who likes a great story line. This book was very good. I love the characters. I loved the way the story went about getting to know them. I would recommend this book to anyone who likes a great romance. I enjoyed this book and am looking forward to reading more from this author. This was a very good book. I enjoyed it and was looking forward to reading more about the family. I like how it was a good start to a series. I look forward to reading more. This was a really good story. It was not a bad book but I would have liked more of the story. I would recommend this book to all.
0,"I love this Christmas adventure, it's an interesting and fun time to make a new Christmas movie."
0,"I love getting to continue reading this series.  I loved all the characters, the way they came together and the way the story flowed.  The characters were great.  I can't wait to see what happens in the next book.This was a very good story. The characters were well developed. I liked the way the story line was told and"
1,"4.5 Star Review
Kylie Wilson was in love with Marcus Stone until he abruptly left two years ago to pursue a career in snow skiing.  She stayed close to his twin brother Malcolm and over the last year, they spoke less and less about Marcus during their weekly phone calls.  One day Kylie received an invitation to the island of Eden and it was signed, The one who's always loved you.  Naturally, Kylie assumed it was Marcus.

I love the Invitation to Eden series.  The reader can always count on that ""feel good"" feeling at the end of the book.  Elena Aitken did not disappoint.  One thing you must remember about Eden is that the island always knows what you want and need, even if you have yet to realize it.  Kylie and Malcolm's story was very sweet and romantic.  I look forward to more from this series and this talented author.

*free copy gifted for honest review
**originally reviewed for welovekink(dot)com"
1,"Works great for me. I installed it on my savage axis 223 and took less than 2 minutes. It clips onto the sling nob and then tightens down. You tighten it down with a thumb screw, but it also has an option for a Phillips screwdriver if you want it tighter. The legs extend easily and quickly and feel sturdy. Folds up easy and quickly. It has a nice look to it feels strong. The swivel is a nice feature to have, and you can adjust it to make it tighter or looser. I would recommended this item to anyone who is looking for a cheap durable bipod."
0,"I've purchased a few cat treats for my cat and these are the best! He loves them and we have two.  The first one is perfect for him and the second is perfect for him.  Both are very absorbent and will last a long time.  I recommend these for anyone who has a cat with sensitive stomachs.I had to order a second bag of this product because I was getting a new bag of dog food and they didn't have a good quality tag.  I thought I would try something different, but I couldn't find any dog food that was either a good quality or a good seller.  They didn't have tags at all.  I ordered another bag of dog food and got a bad tag.  This bag is better than the old one and I am happy with it.  My dog is a"
0,"My son loves the Melissa and Doug crafts. We've also made several of the other Melissa and Doug products. The stickers are easy to get on and off. The other Melissa and Doug products are great. I would recommend this product. I would recommend this product. I'm not a fan of Melissa and Doug products, but they are a great quality."
0,works so well I've since bought a second pair. Very good quality. Nice bag.
1,"I bought this necklace for my 12 year old niece for Christmas.  Its a very cute and dainty necklace; however the clasp came off the minute she took it out of the box and tried to put it on:(. While I was disappointed in it breaking so quickly/easily, I was impressed with the ease of returning/exchanging this necklace.  It took a few extra days because of the holiday but I had the new necklace a week later.  Only bummer is that since it was a Christmas gift I had to wait weeks to get it to my niece since they wouldnt allow me to have the necklace shipped to an address other than the original shipping address.  My niece lives an hour and a half from me.  Overall I give this necklace 4 stars because its super cute but I don't expect it to last long due to the quality of the first necklace.  Great buy for the price though."
1,"Much paler than the photo and different shade.  Very light and more grey, I'd call it pale lavender.  Also it's 100% polyester.  If you read the package CAREFULLY it does IMPLY same quality as Egyptian cotton and lower states microfiber, doesn't exactly come out and say polyester.  Misleading product information.  They're ok for what I paid but I would have preferred that the product information clearly stated what it is.  Also wrinkles.  After initial laundering, original shipping wrinkles present as well as new ones from washing.  I removed from the dryer promptly."
1,the woman in the story has to learn how to take care of a child and how to run her business at the same time
0,"""The Architects of Fear"" and ""The Architect of the Universe"" are both excellent films. Both are about a pair of people trying to solve a mystery by the mysterious ""War of the Worlds"" -- a strange and unexplained world inhabited by a monstrous creature. This movie is excellent.

""The Architect of the Universe"" is based on the novel by James McGraw (1933-1997), and has a fantastic cast.  The movie opens with the main character, a young woman named Ms. Deacon, who is about to be released from prison for"
1,"Beneath The Twelve Mile Reef was the second or third Cinemascope movie. Cinemascope format was like IMAX format turned on its side - it was wide, rather than tall. Cinemascope movies were in color, and most movies were not in color in 1953. Scenes were typically breathtaking; actors were beautiful or handsome as appropriate. With all that, plot and acting were frequently deficient. BTTMR has more or less adequate acting, its scenes were originally beautiful, and its actors appealed to audiences of the day. That was enough to get it by.

The movie fell into the public domain a while back. Many grainy copies emerged. Also, televisions could not adequately frame the Cinemascope format, so copies were abbreviated laterally. As a result, all the elements that originally sold this movie were neutralized. The version I purchased on Amazon VOD was unforgivably poor, and of course the deficient plot remains. Indeed, the writing is less forgivable than the appearance.

At some point, it seemed to me that I had been watching this turkey for an awfully long time so I checked to see how much more I had to endure. The ROKU told me four minutes. Hmmm. Four minutes. Problem was the movie still had a half dozen plot lines unresolved. I continued the movie.

In four minutes, the bad guys showed up, there was a fight, then everybody kissed and made up, the meanest bad guy happily gave his girl to the youngest good guy, and the credits rolled. Four minutes. (Did I mention?)

That's... really... bad script writing! You almost have to admire it!"
0,"Love this machine! I've made some batches and the recipe instructions are all very simple. I'm just glad I found this one! I am very happy with the purchase!This is a great fan. It is quiet and does not have a fan noise. This fan is very quiet and does not have a fan noise. I will keep buying from Amazon. com again. I've had this for about a year now and I love it!  The color is vibrant and the very first time I used it I felt it was going to be too dark for me. I put it in a refrigerator and it's just like the picture but it's not too bright. It's just ok. I would definitely recommend this to anyone. This is a great pillow for a few bucks or more. It is sturdy, holds a lot of pillows, and is very well made. I recommend this pillow to anyone who is in need of a good pillow. I really love this blanket. It is very soft and soft. It is soft and warm. I love the way it folds into a blanket. It is comfy and I feel like I am going to be able to sleep on it all night long. It is very nice quality and looks great on the counter. I bought a second one for my son who loves this blanket. I love it. I love it."
1,The continuity errors were common. The plausibility of the story was weak at best.
0,"My 11-month-old grandson was a little frustrated by the wooden trains.  We pulled him out of the train and stuck him in the plastic, but he still seemed to enjoy the toy.  We bought a wooden train set for him, which was about the size of a dime.  He also had a wooden train with a wooden track, which was about the size of a quarter.  We bought a wooden train set for him, which is about the size of a quarter, so he can play with the wooden train.  He likes the wooden train, and it"
1,"It's  Abbott and Costello what more really needs to be said except their classic ""Who's On First?"" is on this particular show."
0,"My occasionally picky sheltie, 10lbs, and the long legs of this puppy make him uncomfortable. The other two have had a similar problem. The dog is tall and he is large so it's a little difficult to get him to move around. This is a great product for the price. I have a German shepherd mix, and he's a very picky eater."
0,"Prior to reading this book, I thought I was going to be a little more sympathetic towards the characters. I had a lot of fun with this book and I'm sure I will be reading more of her books in the future. I absolutely loved this book! I was so excited to read it. I was also so excited to read the sequel! It was a great ending to this series."
0,Both dogs loved it!!  We have 3 dogs and they all love it!  I have one
1,"I LIKE THIS ITEM, FULL DETAILED, VERY GOOD FOR PAPO. Is really a Dinosaur very interesting and very educational for all people because is made exactly  and is very realistic when one is close of him. Thanks you to Papo for your great job"
1,"Excellent adapter for my recess light. Despite the instruction from the seller about removing the ballast and same from many users, I did not remove the ballast in my recess can (don't know if it even has it). And it worked fine just plug and play. I did check the voltage on the terminals of my recess can which has the gx23 connector and it was 120v to confirm that the LED would work ok. I guess the ballast removal is required for some old CFL light, but if you can confirm 120v is the voltage out of your gx23 before plugging this adapter in then no need to worry about it.
Update: given that so many said about bypassing the ballast, I just did an experiment. I have 3 recess lights in the kitchen having the gx23 plug. I reopened one and bypassed the ballast. It's kind of pain doing that. The black (hot) wires are hard connected to the ballast (one in one out), so bypassing means cutting them off and reconnect. Note that to see the ballast, you need to unscrew a side screw in the recess can and then lower the top plate which has the gx23 mounted on it. you will see the ballast which is a little silver box attached to it. I only did the bypass for one of three lights just to see if anything changes. Now turned on the lights and I could not notice any difference! No humming noise from the ones with the ballast (not bypassed) either."
0,"SIRST USE FAIL
FAILURE TO REABSCRIBE YOUR LITTLE GIRLS ON THE ROOM

I had to replace a solid state drive that was not working"
0,"i was in 7th grade, and I thought it was hilarious.  When I saw this movie, I was impressed.  I liked how it made the characters think twice about how they were going to get killed.  I think it was one of the most funny movies I've ever seen.  It's a must see for any movie buff.  If you haven't seen it, I highly recommend it to you.  I'm sure you'll like it too, so if you want to see it, just rent it.  I know that many people who are just starting out in the movie business will like this movie, but it"
1,"Just finished ""Big Rock"" by Lauren Blakely. She writes steamy romance with a twist -many of her characters are funny.  Charlotte & Spencer are the main characters of this story. They are best friends and business partners. The introduction may be similar to many other romances but that is where the similarities stop! The rest is entertaining, funny, sentimental and yes, hot! Lauren Blakely knows how to deliver in the romance department! I really enjoyed this book."
0,"Looks great, seemed to be a little more wide than I was expecting.Nice bag!Very pretty.I bought this for my son, and he is very happy with the purchase.  The color is beautiful and the material is very"
0,"This is a pricey, but worth it.  It is a great product for a small dog and we have two small dogs.  The bowls are small, but the cover is strong and thick.  We have been using this for a few years now.  The bowls are very easy to clean.  The only problem I have with the bowl is the opening on the top which is rather thin.  This is not a problem with the bowls, but with a larger dog.  Overall, this is a great product for small dogs, but for larger dogs it might not be the best option.  I am glad I bought this because it is the only product that I know of that I would recommend.  I have two small dogs and one large dog.  I have had no problems with this product.  It is very easy to clean and our dogs love it.  I have a large dog that I have had a problem with.  I use this to clean the bowl of the small dog and the other"
0,"I enjoyed this book and look forward to the next in the series.

Happy reading!Great story. Great characters. I liked how the characters were developed.This is a great book. It is short and sweet. I would read it again. This is a great series for young people.I loved this book!  I can't wait to read the next one!I love"
0,"Very nice kitchen tool, Seems to be well made and functional.

The only reason I gave it 4 stars is that the plastic parts are very small, and the cover is very flimsy. The blades are not sharp enough to cut through the fabric. This is a problem for most kitchen tools.

The only thing I will say about this knife is that the blades are very sharp and very comfortable. I have not used it for slicing, but it is well worth the price.

I would highly recommend"
0,Bought these for my 6 year old daughter. She loved them. They fit her perfectly. She loves the color.
1,"Perfect replacements for those expensive big box bulbs. Work great, just as bright."
1,"I used this in marking a field and soil sampling. Did awesome. It's not sub-meter but seems to have accuracy of 6-8 feet. Magnet is strong, worked flawlessly with a dell venue 8 pro.  Cable is long enough, I know that can be problematic. Acquired Sat signal  and held it on a cloudy day. Very few skips or signal loss. I could drive as fast as I wanted without loss of signal."
0,"Crais really showed his skills and skill as an investigator. He also shows how to help people find their way. If you liked ""A Moon Crust"", you'll love this book. It is a great story of a young woman who is going through a difficult time. The book is a fast read with a great ending."
1,"It works fine. I had a little trouble getting the lengths of the braid right, so I went to YouTube and found a video."
1,This author keeps me coming back; I want to make time in my day to read.  She hooked me with the first book and I just can't wait for her next release.
0,"I was kinda of worried that it might be too tight for my G17, but I'm not a big fan. The fit is perfect and the fit is tight. The rifle is nice and tight. It's not a large"
0,2 romances in one! I loved it and the writing is good.  This is a must
1,"This book is a wonderful read with a storyline that is unlike anything else I've read. In today's world where technology is quickly replacing human jobs and functions, it is interesting to read a book about a world that needs a human for something that robots and technology can't do. You'll find yourself caught up in this book very quickly and you won't be able to put it down as you follow the story of Charles Dunn as he works to save the entire human population.  I would definitely recommend this book and I am looking forward to reading more from Diana Metz in the future."
1,"<div id=""video-block-RI1IHK7W9FVZA"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1U%2BZD1OLXS.mp4"" class=""video-url""><input type=""hidden"" name="""" value=""https://images-na.ssl-images-amazon.com/images/I/A1pY5s8-PRL.png"" class=""video-slate-img-url"">&nbsp;A fun twist on memory game. Good for several years. We started around age 3 and still playing at 7."
0,I don't understand why people are so defensive when they say this is a wristband. I just use it for the gym and I am not going to have any issues with it.
1,my cats stay off my furniture and stay off for quite some time when i put the Ssscat on. I just wish it would last longer.
0,This fitness circle is smaller than a regular gym bag. I will admit that it's a bit bulky. If you want to get a solid workout then this is the bag for you. The only thing I would change is the size of the padding. This bag is still large enough for me and a 2 person with a 2 person body type. I will probably only use this if I need to do something more than just a cardio workout. The padding is very soft and very comfortable. The material is very durable and works very well. I highly recommend this bag. I received this product at a discount in exchange for an honest review. I've used this product for about a year now and it's been working great.
1,its a compact bag. if you want carry more things. its better you bought bigger one. its tight fit bag. if you want to buy bag for only camera its a good one.
1,"I bought this chain because I was having some minor but persistent shifting problems with the other new chain that I had just installed. I noted that other reviewers had said that it improved their shifting, so I thought that it might help, and it seems to have done the trick. No mis-shifts or stuttering since I put this on after about 30 miles of test driving where I did up and down shifting frequently.
 A couple of notes. One is that the missing link was in a small package at the bottom of the small box that the chain came in, and it is very easy to miss if you are not careful. Two, is that this requires a different size missing link than some other KMC chains for 6/7/8 speed bikes. As others have noted it is 7.3 mm vs 7.1 , a tiny difference but trust me, you can't get a 7.1 missing link to work (I tried by accident)."
0,"I bought a number of shirts for my husband and he loved them. These shirts are very pretty. He loves them. The front of the shirt is a little tight on him, but that's normal. The sleeves are a little short on him. This shirt is still very cute. He is a big guy with a large chest,"
0,"I'm not a movie reviewer, but I'm an avid fan of all things Wes Anderson. I'm a big fan of the film, so I can't say I didn't like it. The story is well told and the acting is outstanding. There are some scenes that I find amusing, but I felt that the movie was just too dull. The last scene was a bit too long and I didn't care for it. I was happy to see that the film ended after a few minutes. I thought that maybe it was the ending. I liked the ending, but I was disappointed in the ending. The ending was a bit too slow and it didn't work."
0,they work great and install easily. The only problem is that it comes with a small screw driver.
1,Five stars it moves fast is clear and concise on what is important.  The only bad thing is it leaves you wanting more. IT IS TOO DARN SHORT.
1,"Just got it and it is a delight to use in drawing and Notes Applications which is why I bought it. It feels like a pen or pencil when writing and you can see where the tip is. That is a great advantage for detail work and for writing.

 I don't know if it would work as well for browsing and selecting things since it makes a small blunt sound as you touch the screen. It is annoying when pointing at things, but not there when sliding for writing and sketching. I bought spare points in case they are not available in the future. So far so good and I am loving it. Another great design is, that you can unwind the bottom part from the top and  screw it back on with the tip fitting inside the top part, where it is safe from any danger."
1,"I have a Taiwanese Mountain Dog and she hates these treats. I break a piece off and try to feed her and she moves her head and goes ""nope nope nope"". I tried hyping up the food for her. Sometimes I would say "" Xiao Hei! Come eat!"" and I would throw her the treat (she likes to catch food in her mouth). Nope, She would catch the liver treat and then spit it out. I'm very sad. Also these treats are a little smelly."
0,I bought this for my daughter. She loves it. It is very cute and the material is very soft. I had to get a size down but the waist is a perfect length.
0,"When these earphones came in, I thought I was going to be able to turn them on and off. I had to get a toothpick out of the box to take it off. The headphones are in good shape, they are well made and look good. They are a bit too small to be comfortable, but they are comfortable and I think they will last a long time. If you are looking for a sound bar with a good sound quality, these are definitely worth the money. Update: I received these headphones at a discount from Amazon."
1,"This stuff seems to work.  We foster cats and ringworm is a constant problem as many feral cats carry the fungus and it is easily transmitted from cat to cat.  It is a bit expensive, but I cannot complain as it seems to work.  We applied it to a all white cat that had developed the classic ""bald"" spots and under black light glowed brightly.  As I applied the diluted product to the animal I notice strands of the fungus breaking away from the main body of the infestation!  I have never seen this before.  It has always taken 3 weeks or more to get the infestation down and for hair to start to grow back!  It is a tenacious fungus and infects humans as well!  It's not perfect and it is not an overnight cure.  After about two weeks, I can say the cat (kitten) is fungus free and suffered no ill effects.  We foster up to 15 kittens so it's a chore to isolate those cats with infestation from the others as the spores are airborne.  So it takes a lot of vacuuming, cleaning changing bedding and treatment to get control again.  If you have ringworm on a cat, give this a try."
0,"This cupcake stand has worked wonderfully. The only problem is that it's not really a cupcake stand. If you want to get a cupcake stand, you'll need to get a larger one.

Update: I'm a bit disappointed. This cupcake stand has not worked perfectly. I'm not sure how the cupcake stand can be made to fit a cupcake"
0,Needed it for the kennel and it was fine.  I will keep this for the
0,"If you like and enjoy this movie, you will love this movie. If you are a fan of"
0,PROS:  tried this wanting to say it was a good flashlight but it didn't work. I bought two of the same. I also bought the T20 version of this flashlight that I have had in the past. The T20 version is very compact and gives you a great light. I have also tried the T20 version with the T40 and T40-6 and I have had them both work as well as the T40-6. I have not used the T20 version yet but I have tried the T20 version with the T40-6 and it has worked great. The T40-6 is not as bright as the T20 version but it is still bright enough to see if something is behind the counter. I had a few of these flashlights that I have tried but the T40-6 is very good for this kind of flashlight. I have had two of these flashlights that I have used for a few years and they are very good.
0,"I'm kinda confused as to what happens next.  I'm not sure how it's going to end.  I know it's a cliff hanger, but I'm not sure it's worth it.  It's a cliff hanger.  This book is still very good.  I'm looking forward to reading the next book in the series.I love the idea of the story and the characters.  I love the way the author created the characters.  I love how the author wrote them.  I love the way the author moved the story along.  I love how the author makes"
1,"Sometimes you read a book that you just devour. You inhale it. It consumes you. This is what The Perfect Life did to me.

I must back up and say that this is the first book by Erin Noelle I have read. Not bought. Read. Ive had a few of her books on my Kindle for a while and I have a few in paperback. I really could kick myself for not reading her books sooner. I mean really. I was totally missing out. I just went and one clicked two more.

The Perfect Life was perfect to me. A book that took over my life for the time I was reading it. I finished it in one day which is a rarity for me. I couldn't put it down. I was consumed by it and the characters.

Its the perfect story with the perfect characters and perfect writing. Its unique and creative and has something added to the plot I never would have thought of.  I literally felt this book in my chest. And no, Im not exaggerating. My heart raced, I felt anxious and I felt the intensity between 2 Oliver and Monroe. Their attraction and chemistry is unbelievable.

The characters are so lovable. They are broken and imperfect yet perfect. I want Oliver in my life. His quirkiness is beyond adorable. Hes fun and sweet and romantic and charming and I adore him.

The Perfect Life brings up some serious topics. Life isn't perfect. For anyone. What appears on the outside isn't always how things are behind closed doors. It also tackles some other real life issues which I won't get into as not to spoil it. But it does so with grace and tact. And mixed in with the heaviness are moments of tenderness and love, and wit and humor that will have you smiling and laughing.

I loved it. All of it. The Perfect Life is perfect!! You won't regret one clicking. I promise."
1,"I first bought a knock off, but it stopped working after a few weeks. The Apple one is still working."
0,"While this may seem like a stretch, the movie is a real treat for those who enjoy the historical accuracy of the story. The story takes place in the early 20th century, and is told through a lens of the early 21st"
0,Looks great in our bathroom!  We love the look and feel of this lamp.  We just ordered a pair of the dimmable ones.  The light is a
1,You get what you pay for.  Tiny and cheap.  Better than no knife at all.  OK for a desk drawer or car console for light duty.
1,"Only a portion of this film is devoted to the actual rendition of the Water Music, and only a bit of the portion at that. The greater part is focused on the preparations for producing this would-be recreation of the original performance, intended to enhance George I's public relations battle with his son, the eventual successor as George II. The English Concert under Andrew Manze is recruited for the original instrument performance, and they are decked out in period costume -- with the women orchestra members in effect posing as men and the men who have facial hair sacrificing that to the barber's blade for the sake of authenticity. Acoustical tests are performed on the river to gauge how everything will sound outside the concert hall, and a suitable barge reminiscent of those of three hundred years ago must be found to refurbish. In the end, everything comes off, more or less. To call it a full recreation is a bit of an exaggeration, however. The barge must be towed by a modern tug, rather than propelling itself by means of oarsmen. Moreover, the musical barge is more or less on its own, unlike the original performance, where many personal barges accompanied the king to Chelsea for his meal and then back, serenaded all the while. Indeed, as the barge proceeds along the Thames and into the night, few people on shore appear to really notice what's going on. The performances that are heard are certainly fine enough, and the sight of the musicians playing in early 18th Century garb is fun, but in the end I thought the documentary fell just a little flat. Interesting and worth a watch, but not a huge thrill."
0,"<div id=""video-block-R14W9Q6V2Z9WXD"" class=""a-section a-spacing-small a-spacing-top-mini video-block""></div><input type=""hidden"" name="""" value=""https://images-na. ssl-images-amazon. com/images/I/B1oEpS7W6I."
1,Love the main character. I wish we got an explanation of the voice inside her head. Her relationship with Ryan is what makes this book great.
0,It is perfect the most.  The pieces are sturdy and the pieces fit well in the container.  The only thing I am not happy with is the plastic part.  I would definitely recommend this toy to
1,"My daughter seems to not get the hang of it.  She almost looks too big for it (she's 2) or the product seems to not inflate all the way (but we've inflated it to the max, where it seems like it's about to burst).  She falls off easily and doesn't bounce well on it.  I thought it would be like the videos but instead of bouncing up and down my daughter seems to lose her balance on it quickly.  Maybe it's just because when I first gave this to my daughter she was still trying to balance out having a large head (don't toddlers look like cute bobble heads, lol) but her balancing skills are much better now.  I'll try to give it to her again and see if she can play with it more now.  Before she would bounce and go flying off the thing but I think she's gotten more skills at balancing the past 4 months and will be able to use this more in the spring.  I like it because it's adorable and seems like it will be a ton of fun once she gets used to the concept.  She really does have fun on it the times I let her play but I always have to put pillows around her and be on alert in case she falls.  As she gets older though she'll have a blast."
1,"I bought these in large, and to be honest I was a little worried because I've gained some weight and a large would have been my normal size. I'm 5'9 and weigh 170. However, the large was actually a little baggy in the legs! This was perfect for me, because I bought them to turn into shorts, but if I had wanted them to remain pants then I would have either needed a medium or to take the legs in. The waistband was perfect (my stomach is where my weight gain has happened), so they will make perfect shorts.
I bought these in teal, and in my experience different colors of pants have different fits, so definitely find reviews for the color you are wanting if you are worried about fit."
0,"As a New Yorker, my life has been an escape. I read a lot of books and movies. I read a lot of books, including the ones that inspired me to write this book. I read a lot of books, including the ones that inspired me to write this book. I read a lot of books, including the ones that inspired me to write this book."
1,The book was okay a new author for me. Not as attention grabbing as it could be and had a hard time staying with the story. Was interesting in some places and would try another book maybe from this author.
1,"I had a plastic removal tool, but had a shark bite I needed to remove that did not have the clearance to use it.  This worked perfectly."
