label,review
1,We bought 30 of these for the kitchen in our new home.  They are solid and look great on our cabinets. I suggest with all cabinet knobs/handles that you use a little lockttie on the screws so they stay snug.
1,"This bidet took less than 10 minutes to install. I've had it installed for a couple of months now and it works great.
I was concerned if there would be any leakage around the connector at the main inlet or the product itself, but there's none.
The product is high quality and looks great.

The only glitch is that my toilet seat is now raised up from the front by about an inch and does not sit flush on the pot rim.
(It's a Kohler pot + seat) - This could be due to the design of the toilet seat and the way it locks in.

Plan to install this in the other toilets around the house too."
1,Exactly what I needed to complete the new audio head installation on my wife's 2011 Subaru Outback.
1,I was hesitant to buy these based on some of the reviews. I can say after using them numerous times I love them. I use a large covered frying pan and this allows me plenty of room to poach 4 eggs at one time. I keep the water level low enough that none gets inside the cups. The cups are super simple to use and the eggs come out perfect every single time. Clean up is a snap. I highly recommend this product.
0,"I know that these books are an easy read, and I will admit that I have been tempted to finish them.  The first half of the book is a bit predictable, and it's worth it.  It's a fairly short story about two women with an interesting relationship."
0,"Pound those eagle-sized chicken breasts and you'll be very pleased.

The only reason I gave it four stars is that the plastic parts are very small, and the cover is very flimsy. The only reason I gave it"
1,"I am probably the only one but I had trouble with this book with the dunna, etc language.  I know that it is based in the time period, but that isn't really MY thing.

 If I take that out of it, it is a fun love story.  Katherine pretends to be someone else when she meet Kirk while trying to steal his horse with her sister.  Katherine is supposed to marry Kurt's brother Ben.  But I love a strong female lead and Katherine doesn't disappoint in that regard, and the mystery of when Kurt will find out the truth keeps you engaged.  But Katherine and Kurt are fun together and this is a good love story.

I have read other books by Sabrina that I have really loved, and the writing style is still amazing."
1,I ordered two of these and one is a very tan color (as in the image) and one is dark brown. The inner parts are not at all finished and the quality just doesn't look very good. Spend a little more for something that will look good.
1,"Money. What everyone wants. And when they get it, all they want is more. That is the basic concept behind Confidence. Jake Vig (Edward Burns) is a con man that makes his living by scamming people out of their money. Accompanied by his three buddies (Louis Lombardi, Paul Giamatti, and Brian Van Holt), the crew moves from city to city tricking people and stealing their money. But when Big Al (Louis Lombardi) turns up dead after one of the scams, they get into something they never expected. It turns out that the money they just stole belongs to someone who is referred to as simply, King (Dustin Hoffman). Vig goes to talk to the King and is hired to run a heist to get back the money for King. Edward Burns plays a smooth talking, very convincing young man... and he plays him extraordinarily. It was very refreshing to see him handle the lead role so well because he hasn't always looked comfortable with it. Dustin Hoffman also does some outstanding acting (as usual) playing a sex-crazed man with ADHD and obviously aware of how powerful and rich he is. There are numerous amounts of heist and con movies around right now, but this film tells the way people feel about money very well, while still keeping your eyes glued to the screen. Confidence is a very entertaining and enjoyable movie that has also hopped to the top of the to buy list for me."
0,Love this movie & the time it took to finish. I will keep my review for the next time
0,Always buy Clarks shoes on Amazon. The quality is good and the fit is just right.
1,"To me anyone,can fall into jeopardy,and James p tells it all in this book he shows those from top to bottom"
0,"Our elementary aged girls love this set and the materials are good quality. My 2 year old has a lot of fun with it. The colors are bright, and the shapes are very large. My 2 year old loves to paint on it.This is a very nice gift. The reviews said it was a great gift, but it has a very low quality. I received this as a gift for my grandson, but I am disappointed that he did not play with it when I got it. "
0,My puppy girl loves these treats. The only problem is that she's only 2 lbs and the treats
1,"By 2001 the resurgence of slasher movies had fortunately died down and audiences were in the mood for something new. Jeepers Creepers is a return to the old-fashioned monster movies in the style of classic Universal. Those were movies built on suspense and atmosphere rather than gore and multiple kills.

Justin Long and Gina Philips play Darry and Trish, a pair of argumentative siblings who are traveling home through the Florida backwaters for spring break. Along the way they are terrorized by an unseen figure driving a ugly truck. Darry sees the figure dumping what appears to be dead bodies into a pipe by an abandoned church. In a moment of agonizing plot contrivance Darry turns around and heads back to find out what's really going on, unawares that he'll give the villain a taste of his fear, thus making him a marked man.

Victor Salva layers the movie with homosexual and incestuous subtext, while keeping the monster in the dark for the most part, building fear and mystery about him. The Creeper is a great villain and Salva builds an intriguing mythology about him.

The swift running time (the credits roll at the 85 minute mark) prevents things from getting deep or expansive but the sequel builds upon this world and is actually a better movie despite the hate. On its own Jeepers Creepers is an effective but superficial. Plenty of points for being original however.

The Blu-ray is in 1.85:1 1080p and it is an improvement on the DVD, however there are just a few too many scenes shot in soft focus which don't give it much of a pop. The black levels are impressive though. It sounds better in DTS HD-MA, and all the extras from the DVD have been ported over."
0,Fun project for a 7 yr old and she loves it.  She also loves the music and the colors.My grandson is obsessed with
1,Very nicely detailed book about the maldives . The author has done very nice research and got a lot of good information collected about the places to go and the things to do. It seems to be a must go place in our lifetime not just for honeymoon but even for a nice little vacation. Great book..
0,"Love these pants! They are comfortable and the quality is good.

If you are looking for a quality pair of pants, I highly recommend these. The fit is good, and the material"
0,This is a great product and an excellent quality product.works great.Nice little light!  Works as advertised.
1,"I bought these for my office which has windows that are very awkward in size. I did really like the curtains, although they didn't really look like the picture when they were hung. The only thing I really didn't like was the ""moss"" color; it was not flattering at all."
0,I have an older version of this and the only thing I can say is that the screen is very bright and bright. The only thing I can say is that the cover is very large and it's
0,These are super-cute and my daughter loves them.  I've also received compliments on the way
0,"Used as a Memorial for a friend and she loved it.

The only reason I gave it"
1,Just finished reading Close up and Personal in 3.5 hours.  Loved it.  This is your classic alpha male falls in love at first sight with beautiful young girl story. Taylor does an amazing job conveying the character's emotions and sexual tension. Can't wait for to see what happens next.
1,I have a big melon and this hat fits well but the adjustment strap in the back is short enough that it comes undone from the back of the hat. Small melon? Probably no worries.
1,I thoroughly enjoyed reading this series and I hope she continues with Jack and Zoe.
0,"This is a fantastic unit, it is lightweight and comfortable.

The only reason I gave it 4 stars is that it is a bit small, but if you are a professional photographer or just a casual person, this is your perfect companion.

You can still find a lot of great cameras in this price range, especially if you are looking for something to add to your collection.

It does come with a few items to go along with it, but I am not going"
1,"This was a bit big- and didn't shape / pull in as much as I was hoping. I am a larger woman and these do hide some of the bulges when wearing a dress/skirt, but there are definitely much firmer holds out there in different brands. This is great if you're looking for a less expensive, moderate definition, but these are not going to make you magically look 40lbs lighter."
1,Great Binoculars....small enough to carry in a purse and great viewing.
0,"Yup, another 5-star Kreg product. I love the look and feel of this lamp."
0,"Sturdy and dispenses just the right amount of water. I will keep this in the tool box. I bought this to replace the Schlage 32-60-8 bulb that I replaced with this one. It works great, but it is not as bright as the old one. I have to use a larger diameter bulb, which is a lot better."
0,"I was totally unprepared for this book, and I just wasn't expecting it to be as good. I had a lot of fun with the characters and the plot. I enjoyed that it was a little more in depth, but it was still a very good book. I received a free copy of this book from the author in exchange for an honest review. I love this series."
0,"While there were more than a few people who were disappointed with the film, I thought this film was a very good film. I liked how the characters seemed to have a great chemistry and that it was a little rushed in the end. The movie was entertaining and seemed to be very true to the book. I liked the acting and the movie had a lot of action and suspense. I will say that I had to watch it over and over. It was very well done and I'm glad it was made. It's not a bad movie, but it just wasn't great.

Overall, it's a good movie that doesn't have a lot of action and suspense. It was good for a movie and was"
1,Love my p-Touch - i label everything that doesn't move.
1,Bought this dress for a Christmas party.  It is sooooo cute and flattering.
0,"My granddaughter needs shorts that are stretchy and long enough for her to wear comfortably.  These are a great buy.  I am a 32D, and these are great.I like it.  It's a good size, very comfortable.I bought this for my husband for his birthday.  He's a huge fan of the sneaker and it fits him so well.  He says it's very comfortable and he's wearing it all the time"
1,"I love the way these 1/2 inch earrings fit on my lobes and the way they are made. The two rows of stones are set beautifully and these are delicate, not flashy, looking earrings. They are so fine looking that anyone would think that they are genuine diamonds. They are appropriate for everyday wear and I have even slept with them on because they are so comfortable. They have a secure snap closure, they type found on fine jewelry, not that silly hook finding that breaks off so easily. I am thrilled to have these earrings and have been wearing them non-stop since they were delivered."
1,"This is a good and comfortable keyboard. The keys are nice and sufficiently quiet.
The mouse is decent, with small rubber feeling pads for good grip.
I really like the blue color is has.

The quality matches the price.

What I dislike it that the keys are barely visible with the light off. So, for me, the light has to be on 100% of the time to be able to read the keys. And the scroll lock button is used to turn the light on/off, wish there was a dedicated button.

But overall, I am happy with the product."
0,"This item was pictured and tested on the market and in good condition.

The screen is very bright and bright. The front of the monitor is bright and clear."
1,"Great movie, really good quality of the video. I got in time and the packaging is nice. Really good buy except that the movies are stacked together instead of in it's own dvd section."
1,"A time long gone, sadly. Inspiring tale of gentle discovery. Beautiful prose, honest conversation. Charley must have been a wonderful dog, too. His conversation is probably the most real of them all. I've had a standard poodle, and they do communicate very well....."
1,"Great to see Morgan back in action, so to speak! And even though there weren't as many sexual escapades in this story as in the others, it was nice to see Morgan connect with someone on a deeper level and figure out more about herself. And the little twist at the end with a villain from the series will definitely make things interesting for Morgan and her men! Can't wait for the next installment! Crossing my fingers that the next one is longer and we see more of Morgan's favorite men!!!!"
1,"Update (8/2/2014):
It has been two years and the switch is still working great.

Update:
I wrote an email to Leviton's complaint department after my switch stopped working and after reading all of the negative reviews.  The next day a nice lady called me and told me that they did have a manufacturing quality problem with these but corrected the problem over a year ago so I must have received old stock from the store that was never shipped back.  She said she would ship me a replacement and not to worry about returning the defective one.  The GFCI switch arived a few days later and has been working great since.  I will be sure to come back and update this review if the switch fails again.  Thank you Leviton for doing the right thing.
By the way don't bother calling the ""technical service number"", they can only tell you to send the product into their warranty center.  Write them an email at info@leviton.com

old review:
Bought this switch from the local home improvement store.  The switch stopped working reliably after about 1 week.  You have to switch it back and forth and press down on it hard to get the light to stay on.  The GFCI outlet seems to work fine."
1,"I bought these for cats, even though they say dog bow tie. The adjustable strap is too large for even my chubbiest kitty, but I just tied them."
0,"Good book for any animal lover. The author has a good history and information on the animals he has studied. Great story! I look forward to the next book in the series.I enjoyed this book.  It was good, but not one of my favorites.  I would have given it a 2."
0,Have had several pair of this type of shoe and they fit great.  They are very comfortable.
1,"Cheap and works well. Bright enough to illuminate the path in front of you, or use one of the other options, if you prefer a flashing red or white light. It cycles through the options by clicking the power button, so turning it on and off is less than ideal. After much profound consideration, and consultation with philosophers and theologians, with scholars of law and jurists drawn from all regions of space and time (including several denizens of the Citadel of Ricks), I have decided to award this headlamp four stars."
1,"Arrived very fast with most ants alive. About 2-3 were dead upon arrival. But otherwise they are functioning well, digging their tunnels and quite interesting to watch."
1,"This item was purchased specifically for the item it was advertisec to fit - the Umarex MP5.  It would not fit the gun at all.  After some work with a file, I was able to get it to fit the gun.  But once it was made to fit, the gun's bolt would not function.  More filing and more custom fitting allowed it to mount on the gun, but it never allowed the bolt to function due to the tension it created on the receiver."
1,"Wow, what a great little flashlight that packs a punch.  This thing is way brighter than my LED flashlight with 4 LED's and I love the adjustable spotlight.  It puts out a nice big round spotlight depending how near or far you are."
0,"Alright, I officially am in the US and the materials are good.  This is a great product.I bought this for a friend, and he is a big fan.  He has been using it for about 6 months now, and it is very comfortable and holds his bladder very well.  The straps are very comfortable and it has a very comfortable feel to it.  I also like that the strap does not have a drag feature to hold it in place.  I am very pleased with this purchase.  I would recommend it.I love these gloves. I have them in a size 6, and they work great. They are soft and comfortable. I have to get on the gloves too much and they stay on my hands. They also hold my toes well. I had a few complaints with the product, the color,"
1,Prattchett is simply wonderful! His sense of whimsy makes a delightful read! One can read his books at many levels...
0,"This bag is perfect, has a nice, wide width and is comfortable. I have a wide foot and a wide foot bed and this bag is perfect for that. It does take a little getting used to, but it will be fine for most people.I love this dress. The material is soft and comfortable. I love the color and the fit. I ordered a medium so I could wear it to work. The dress is a bit big on me but it fits well and is flattering. I highly recommend this"
0,"I was shocked to see that it was the only part of the product that did not have the extra suction.  The plastic part is also designed to be ""good"" for suction.  I would not be surprised if it came with some kind of ""dug"" that would allow it to ""handle"" the suction.  However, it is a little difficult to use because the suction is not strong enough to grip the plastic part with a good grip.  The suction is also very strong, so I would not expect it to hold"
1,Works great for RV and outdoor use. A bit tough to wash due to their shape.
1,Great film.  Have not seen in years.  Looking forward to viewing.
1,"So i bought this bag for my daughter 6th birthday...the bag is beautiful...but the strap got a flaw,the stitching loose...when i checked it was tacked with thread not stitched properly....i don't know what to do...she used it without the strap for her party..."
1,"For some reason it seems almost impossible to find the old fashioned cut of Payback, all they seem to sell on Amazon is the director's cut.

Anyway this is one of those movies that every once in a while I put in and watch all over, very entertaining.  I liked the director's cut, but it loses a lot of the entertainment value to take some of the goofiness out (like Mel Gibson's gravelly voice over, and some of the actual jokes)."
0,"Love Nora Roberts.  It was an easy read and a good read.  I would recommend it.I read this book in the middle of the night,"
1,"This book is absolutely amazing. I love all the characters. I love Mason and Cora's chemistry. I also like Knox even though he is definitely up to something, can't wait to read more in this series to find out what happens. There are ghosts, vampires and witches and it keeps you wondering what's going to happen up to the end. Even the ending keeps you in suspense for the next book. Definitely worth buying and reading."
0,"Theis is a well made tool. The only problem is that it comes with a small screw driver.

I had to replace the tool with another one because the cover is very"
1,"I have an 8 year old Maltipoo that's about 5 lbs overweight but a picky eater. She devours these treats and I'm glad they're on the healthy side being grain free, wheat free and holistic."
0,"I love these boots because they are comfortable and look good.  I also like the way the toe is so adjustable.  I am a 32D, and these boots are very comfortable."
0,Great assortment of play-doh accessories. I love the wooden trains that came with this set. My son is 6 and loves to play with his trains and the plastic trains are great. The only thing I wish about this set is that it is made out of recycled materials.
0,soft and nice. And good quality. The pieces are sturdy and will stand up to the abuse of
0,"My son has a small, small set of Legos and this one fits him just fine. The other two have the same size, but they're different. It is very sturdy and it's well made. The size is perfect for my son and he loves it. I love that it's a removable toy so it can be taken apart and put back together. I wish there were more pieces to put together, but they are all very well made and fun for him. He is very pleased with this set. I love these for our little ones!  We have been using them for a few weeks now and it has lasted for hours!  We love the colors and the size and the size of the pieces."
1,"Fabulous book on recovery from any substance, condition or addiction.  Several good personal examples.  Thought-provoking questions at the end of each chapter.  Outstanding appendices.  I have several books on addiction and, for me, this one bridged the gap between my ""my Higher Power"" and Jesus Christ.  Church groups, self help books and bible studies have all contributed to my understanding of addictions, but this book nailed the root cause as Sin-
disease without judgment or shame.  It resonated with my soul."
1,Very nice but way smaller then expected. Check the measurements before purchase!
1,"OK, so Fisher-Price isn't the same as it was when YOU were a kid.
Newsflash!
Neither are today's kids.

I understand that people are sceptical of tie-ins with movies, but that at least is familiar to all of us. That has always been around.

I think the biggest complaint for the Imaginext line for me, which I DO have, myself, is the quality for the price. The plastic is not as high quality as it should be.

However, I disagree on a different point with a number of the other reviewers here.

I am talking about the ""boredom factor"" mentioned. It seems to plague many of the parents or reviewers.

I have one question. I do not mean to offend people, just to make them think.

Take a 6 year old, for example (not a 3 year old--this toy is recommended for 36 months to age 8!!!-- unless the 36 month old in question is a card carrying member of MENSA), and try opening this WITH him or her ... and playing with it TOGETHER!

It is kind of similar to learning to read a book, when you learn to play. You need guidance. Ages 4-6 (which I figure are the most appropriate for the Imaginext DC Super Friends Superman Playset) are still encompassing fairly young children.
Reading to a child in that age range makes books something which will then be loved far more than if a child just looks at books by him or her self.

It is the same thing with a toy like this. Don't expect a toy to be a babysitter.

Play with your child when you offer your child the toy.

There is lots to do with it! We like it very much.
I hope you understand that I am not dissing everyone who called it boring.
I am just providing a different perspective. Thanks for reading!
Mom of five sons here! :)
jean"
0,"Betta loves them, they aren't too heavy and they don't squeak. My dog loves this treat. I bought this for a friend who has a small dog and she had a very sensitive stomach."
0,"Even only being ten feet from the TV, the sound is better than my Sony A7000.

I had to replace a subwoofer"
1,arrived ontime and had a good varity of newer and older cards only downside was a few weere damaged but hey all is good as always i will buy from card rush again
1,"This fits well and is super cute. I am a size 12 but order plus size in lingerie like this since the one size is a bit tight. The larger size is super stretchy and would do well for a size 16-18 girl too, but for me it is sexy but not constricting."
0,Should have listened to the reviewers. The quality is good but it's not really the best one. I bought this for a friend who has a small dog and she had a very large ear. It was her only ear. I am very pleased with it and will purchase it again.
0,"I was looking for a better set of grips and these fit it perfectly.  I have one in my 6th-Eleven, and it is the best one"
0,"We can have it all, but the fact that it is a book that is about the one we have chosen for the world we live in and the one we have created is very enlightening. I had no idea that this book would be one of the most popular books in the world. I found it to be the most entertaining. I loved it. It has great twists and turns that will keep you turning pages. The story was very well written and the characters were interesting. I enjoyed the book and am glad I did."
1,A good show covering a period before TOS. As a fan of TOS I had a hard time watching the spin off shows.  I found myself liking the Enterprise series despite my skepticism. The series does a good job building the retroactive foundation for the other series if one is willing to overlook a few contradictions.
0,"Aspiring sexual dysfunction Psychologist Bethany Merrick, an investigator in the town of Westlake, Texas, has a hard time finding a woman who is willing to have sex with a man she has met in a bar. It takes a long time for a man to come to terms with his feelings for Bethany. And with a man who has a secret crush on her, Bethany has no idea he is doing anything to make her feel happy. But when the man meets her, she will have to come to terms with what is happening.

The first thing you will notice is the way this book makes you feel. The scenes are real, but the sex scenes are not. Instead, Bethany is thrust into a situation where the man is not willing to give up and she feels no need to be forced to give up.

This is a great book. It is a good read, but not one that you will be disappointed.This is a cute short"
1,"These are the perfect size for my Chihuahua puppy! She loves that they're extra bouncy. They are about the same size as a KONG Air Dog ball in a size small. These do not squeak, but it's okay because my pup loves to dig the squeakers out of the squeaky ones. Overall, great product and will probably order again when we lose this batch to the mud or the dog park!"
0,"This was a cute, but not an easy read.  I did find some editing errors but the story is so well written and the characters are so well developed.  I was very impressed by the writing style and the characters.  I was also very impressed with the story line.  I love a good mystery with a good twist.  I would recommend this book to anyone who enjoys a good mystery with a good twist.  I received this book as an ARC in exchange for an honest review.This is my first book by this author"
1,"I bought this for my sons 15th birthday. He loves it and has a lot of fun. It flies VERY high for a toy and the camera is awesome. You download the app and use as the control screen. Very easy to lose, its white."
0,"The lower shelf is too small for the wide wooden legs of the rack, so I have to use a pair of screws to get the legs to get the"
0,"Finally, the perfect knife block.  The only problem is that it's not really a sharp edge"
1,Love it! Flying helicopters are so much fun. My cat loves it too. I attach a little string and a toy to it and fly it around the room for my kitty to chase.
0,"Broken Promises provides the reader with an easy-to-read history of how the financial crisis happened.

The book is divided into three parts: the beginning, the middle and the end. The first part covers"
0,"A manic, mile-a-minute screwball comedy, an entertaining movie, and a great deal of humor.

While the two main characters are hardly your typical actors, the film is filled with strong performances by the supporting cast. It's a film that will make you want to see it again.

The story is pretty simple, the main characters are all over the place, and the overall tone of the movie is very well done.  The movie is very simple, the main characters are all over the place, and the overall tone of the movie is very well done.

The acting is pretty good, and the action is pretty good, although it doesn't have that much action.  The movie is pretty simple, the main characters are all over the place, and the overall tone of the movie is pretty well done.

The story is pretty simple, the main characters are all over the place, and the overall tone of the movie is pretty well done.

The movie is pretty simple, the main characters are all over the place, and the"
1,"Fits good, looks good, scratched my new LCD screen, even though I am very careful when covering the TV.  The inside front material should have some padding or a soft layer."
0,"This series is addictive, the characters are believable and the plots are full of action. I recommend it. I read this book in the middle of the night, and it was great."
0,got it for my son and he loves it!Very good quality. My son loves this toy.
1,Zootopia is a well made movie with good moral to the story.
1,I really wasn't sure if I wanted to get this book or not.  I finally decied not to get it after reading some of the reviews.  But later on I read about it in the Star Wars magazine and saw what it was about and some of the art in it.  I knew that I had to get it after reading that article.
0,"Son was really excitied for this toy, as it is a little bigger than I thought it"
1,This is a pretty good size jar of shrimp and the turtles really like it.  They can't get enough of it.  We feed them shrimp 1 or 2 times a week so for us it's going to last a long time.  For the price it's a good deal and cheaper than you will find in the stores.  I'm sure your turtles will devour these shrimp!
1,"NOTE: The one star is for the company selling the item, not the product.  I won't know this product at this price.

I know it happens every year, and we all have the option to just not purchase the item.  But, just this morning this item was available for $30 here and at Target, but I needed to get to work.  Lesson learned on that.  Now apparently those items are all sold out, so here it is at over twice the ""worth"" of the item.  It's too bad."
0,Mitch Albom always buries his brow. The only reason he says it is that he doesn't want to be seen.  The only reason he wants to be seen is because he is so scared of the law and the police.
1,"Duller coloring than picture on here, as everyone else says. But that was what I planned on and it's soooo cute. I get tons of compliments."
1,"Good for looking at the sun with, if you're into that sort of thing."
1,"We previously had the Tetra Waterfall Globe which was pretty, until the extremely thin glass shattered in my hands during a cleaning. So... enter our new tank (and new fish, sadly our old betta met an unfortunate - not tank related - end)...

We have a fancy goldfish that is absolutely loving his new tank, as are we.  He's been in his home for a week, his water is still crystal-clear, and the tank was a breeze to set up and maintain.  I honestly couldn't be happier.  My only (slight) concern is that the tank goes get a tiny bit warm when the light is on (up to about 76/78) so it's not perfectly ideal for goldfish if you want the light on all the time, as apparently they prefer a bit cooler water.

There's plenty of room to play with decorating (I have the 5gal hex), and I'm just itching to go buy at least a snail & couple of tiny companions for Turkey-the-Goldfish because this is such an enjoyable tank you really want to take advantage of it.

Honestly, I can't recommend it highly enough."
0,"If not for Bela Lugosi, this movie is an interesting and intriguing history."
0,"If you like westerns, you'll enjoy this book. It is a quick read that will keep you wanting to read more."
0,"This is a terrific book.  I love the writing style of the book, and the way the author is so careful to weave the story throughout the entire"
1,I've used this camera ever since attending a One Direction concert. It made the concert so memorable because of the hi def recording feature. The pictures all turned out wonderful. It's an easy camera to use and I'm very happy with my purchase
0,The animated old fart was a real hit with my son.  We also have the baby one.  He loves the noises the baby makes and the sound he makes when he is put
0,The costume was great!  We have a cat who is a very aggressive chewer and this one is a great solution.  We have a small dog that we adopted in a very large cat house and this one is
1,"To my surprise this was much nicer than the true spec, much better stitching , had built in elbow pads much higher quality and half the price. I'd give it 6 stars if I could. Fit was exactly the same."
0,"The Tamrac 3385 pack is a great addition to my camera bag.  The bag is large enough to carry two cameras (one for a DSLR and one for a DSLR camera) and it's well padded.  The camera bag has plenty of pockets and holds two lenses and several lenses.  The bottom line is the Tamrac 3385 is a great addition to your camera bag.  I would recommend it to anyone looking for an inexpensive, compact, and well made bag.I got this for my son's old laptop.  He loved it and it fits great.  He uses it every day.  I have used it a couple of times and it has never stopped working.  I would definitely recommend this to anyone looking for a laptop for the kids.  I will update this review if I find the laptop that is the best for him.Works great.Works great.I have been a loyal customer for over a year. I purchased this for my dad as a gift and he loves it. It's small and easy to use and it's so easy to take pictures. The only drawback is that it has a"
1,My dogs love this food. I keep ordering it. Fantastic line of dog food.
0,"Not very well documented.  Not an easy case to break.

The only reason I gave it"
1,"I fell in love with these characters. Can't wait to incorporate this into my
Sixth grade curriculum  my students will love it!"
0,"I like Reacher. He's no more an academic than the rest of us.

The other one is a bit too much about the humans. He is the most annoying character in the book.

The plot is in good shape, but it's not very good. There's not much of a plot in this book, and it's not very good either. There are enough bad guys to keep the book from being a good read. The story is all about the humans, and that's fine, but it's not really important.

I'm not going to tell you why this book was rated so high, because I'll just say that I found it to be a bit of a disappointment. The writing was good, but the story was too depressing to really keep my interest. It's also a little hard to keep track of the characters in this book"
1,"Very nice tool, feels great in your hands and Made in USA quality. Thank you Donald !!!"
0,"Of course it is a cliffhanger.  Not for the faint of heart.

While I enjoyed the story, I found myself saying,"
0,"I chose this light as a replacement for the one in the same cabinet that I installed in the past.  The light is bright, easy to install, and the cover is very sturdy.  The bulb is smaller than the one in the previous one.  The two-tone LED is bright enough to see with a portable phone, but the light is not very bright.  I will probably just buy a new one.  I'm not sure I'd be able to justify buying another one.

The other light I have, I'm very happy with, is the LED bulb.  The bulb is bright, and the cover is not too big.  It's not too thick, but it's not too small.  It's bright enough to see with a portable phone.  I also like that the cover is made of metal, so you can't touch it.  I'm not sure I'd be able to justify buying another one,"
1,Bianca Sommerland never disappoints.  Danger and hot steamy guys and their exploits are a win. How one girl can get two guys to change for her are just plain tough and sexy.
1,This book was long and slow to start.  It seemed to take forever to start the actual explanation.  But if you persevere it is worth it.  Those enjoy history will enjoy the book.  I am amazed that anyone could serve what these men went through.
1,"no water sound, no leak, tight as you wish, I love it!"
0,I've recd a copy for my honest review. I really enjoyed this book. It has a lot of heart and a lot of love. The characters are great. The chemistry between the characters is great. It was a great read. I read this book to my niece and niece's sister.
0,"hat is decent felt hat, but it is a little tight around the waist, so I would recommend"
0,"I've had these gloves for a couple of years now and I'm very happy with the quality and the quality. I had a lot of trouble with the ring and the cover was very flimsy. The gloves are very comfortable and I'm very pleased with the quality of the product. The only thing I'd change is to order the 3-pack of the gloves to add to my collection. I just bought the new gloves and they are very nice and I like that they're not cheap. I highly recommend these gloves. I would definitely recommend these gloves to any friend or family member.These are great, but the button is a bit hard to push on. I'm not a big fan of the button, and I'm not sure if it's because the button is not supposed to be on, or if it's the button that is hard to push. I will update this review when I receive them. I recommend these for anyone who wants a better button on a very powerful tool.I love this little tool and am very happy with it.  I love that it has a built in battery that can charge batteries very quickly and that it has a very nice and deep drill press feature.  I also like the fact that it has a built in battery which is convenient for me when I am out on the job.  I just wish it had a bit bigger handle to hold it down, but I"
1,The first one worked so well that we decided to pick up another one.  I love the auto-off feature that keeps me from draining batteries.  I can shoot a rifle with these on although they still have a tendency to get in the way.  Great for indoor ranges because I can double up with plugs and these and still hear the person next to me without the extra noise that usually accompanies indoor ranges.
0,good! I always hope this helps me and my son. I will keep this for a long time
1,"It doesn't come with the rings used for mounting, which was quite disappointing> They should advertise it.
It works well and it is quite accurate."
0,"Picture is deceiving, the heart is a little wide, and the buckle is also a little loose. I'm not sure if it's a design flaw or if it"
1,I love having a sneaker that fits.  I would have given them a 5 but one of the questions was does the shoe have good arch support and they have very little arch support.
0,I bought this for my son for Christmas.  He loved it.  He loves to play with it and plays with it often.  He is 3 and loves to take it out of the car and
1,"It`s a waste of money, i hate to buy garbage and bring it home! Beware with this product it is a waste"
1,"Love, love.  The color is so pretty and really like the full zipper front.  Would certainly buy it again and do love the length."
0,I  loved  the story. It was a good read. I would recommend it. I read this book in the last few days and have enjoyed it. I enjoyed the story and had no issues with the characters. I wish there was more to the story. I would recommend this book to anyone who loves a good romance and a good story. I love this series. This book has a lot of action. I like that the main characters have strong personalities. I enjoyed the romance and the action. This is a well written book. I will be reading more of this series. I received an ARC of this book for an honest review. I'm a huge fan of the M/M genre. I've read all of the 3 books in this series and I've read all of them. I love the fact that the characters are both strong and independent. I love that the heroine has a lot of experience in the M/M genre. I also loved that the hero is a strong and independent woman. The heroine was more determined than most to be the best in her life. I loved that she took a risk in her life and found her way back to the best. I loved that she was determined to get to where she needed to be and that she wasn't afraid to take it.
0,I love Mysteries. This book is an easy read and you will need to read it in order to understand what is
1,Role model is a comedy that will keep you laughing after the movie is over.
0,"Pretty tight fit. Snap was a little too tight on my wrist. Also, the yellow button just doesn't fit."
1,Used these on my stainless steel fridge to mount my iPad 1.  No cover.  Has held just fine for 7 months already.
0,"Ordered replacement for damaged remote.  Works great.  Easy to use.  Great product.  Works as advertised.  The only thing I would change is if the cover is closed, but it's a little"
1,"These work great. I bought the same in different sizes for different applications. I would buy again. If you need just a couple, make sure you measure the diameter of your cup holder or whatever, before ordering."
1,"They said that there's a fine line between hate and love , and that's exactly what Josh and Becky are in , that fine line is keeping those too into that combustible chemistry.
Both have known each other since childhood and adolescence but theirs not a best friend childhood memories theirs are more like whose gonna jump higher than the other one.
They rivalry and fighting to get the other gets to a one point that one of them is ready to drop off all pass feuds,cause she's having guilty thoughts for what had done to the other one. The story is funny ,humorous and make you think that sometimes that no everything you see or hear about it is true. People act hardcore to protect themselves for hurting o protect others cause that's how big is their heart not thinking about what can happen to them but what's happening to others."
0,"This is so very cute, and it's just perfect. I will keep it for a long time.I bought this for a friend, and she is a"
1,"I always like a good western romance to read and this one did not dissapoint..  It was a bit predictable, but I enjoyed it at any rate."
